,Hotel_Name,Negative_Review,Positive_Review
78104,H tel Horset Op ra Best Western Premier Collection,No Negative, All the staff were lovely and helpful The room was great and clean Location is very close to a train station and a close walk to the galleria Lafayette
78105,H tel Horset Op ra Best Western Premier Collection, the breakfast was good but not well organized there was always something missing when you brought it to their attention it was swiftly brought to you, The staff were smiled all the time and were always helpful 
78106,H tel Horset Op ra Best Western Premier Collection, 1 elevator was out for 2 days and the wait was a little long for the only operating elevator, Staff very friendly and cooperative breakfast always being refilled
78107,H tel Horset Op ra Best Western Premier Collection, We were booked into a smoking room by mistake despite having requested a non smoking room on the reservation but this was quickly remedied as non smoking rooms were fortunately available , The staff were friendly and helpful as we looked for areas to see in Paris The breakfast area was clean and tidy with very attentive staff 
78108,H tel Horset Op ra Best Western Premier Collection, nothing, The hotel is located in a quiet street and walking distance from Opera metro station We had dinner at the hotel and food was excellent and service good 
78109,H tel Horset Op ra Best Western Premier Collection, Nothing , The hotel was in a great location and such a beautiful looking hotel the staff were very helpful and friendly our room was made up and cleaned everyday we had breakfast included in our stay so much to choose from could not fault anything 
78110,H tel Horset Op ra Best Western Premier Collection, nothing to mention, We stay in this hotel for the 2d time The location is very good just a few steps from the Opera Garnier and the big stores like Galleries Lafayette and Printemps The Breakfast is also very good there are even hot omelet and sausages The room is relatively big if compare with other Paris hotels Wi fi functions without interruptions I can fully recommend 
78111,H tel Horset Op ra Best Western Premier Collection, Everything was nice , Friendly and helpful staff Nice small lounnge and bar area Clean well maintained French classical design A lovely quiet and peaceful little hotel in which to stay while visiting Paris Special Note Not a good place for large groups But perfect for families or couples travelling together 
78112,H tel Horset Op ra Best Western Premier Collection, I can find no negative points regarding the hotel , Everything about the Hotel suited us as it was clean tidy with friendly professional staff The room was really comfortable and we both got a good nights sleep The position of the hotel is very central yet located in a quiet street We were impressed with the wonderful selection at breakfast and the staff kept everything clean tidy and replenished 
78113,H tel Horset Op ra Best Western Premier Collection, Bathroom was a little cramped but otherwise fine No real issues , Comfortable lounge and bar serving a reasonable choice of light evening meals snacks which was just what we wanted for an overnight stay Perfectly good hotel for our stopover 
78114,H tel Horset Op ra Best Western Premier Collection, Nothing, Second time we have stayed in this hotel staff very pleasant and helpful The hotel is clean and comfortable Within easy walking distance to the Louvre and other attractions 
78115,H tel Horset Op ra Best Western Premier Collection, leaving key by door for lights to work using credit card to access safe extremely small bathroom with tv speaker in it is strange wish front desk would have been more informative about dinner options besides giving us a pice of paper, Location free wifi decent continental breakfast nice to have safe in room we had adjoining rooms very unique setup and liked the set up for having adult children honored my request for quiet room and Terrasse
78116,H tel Horset Op ra Best Western Premier Collection, The air conditioning was barely adequate even during my mid June stay when outside temperatures were moderate , The responsiveness of the staff was exceptional and both the public spaces and the room itself were substantial and comfortable 
78117,H tel Horset Op ra Best Western Premier Collection, Nothing that comes to mind, Great location only a short walk from Opera Metro Reasonable size room with a comfortable bed and lots of storage Good breakfast with plenty of choice We found all staff to be very helpful 
78118,H tel Horset Op ra Best Western Premier Collection, The breakfast room is too small and the staff there uncoordinated , Reception staff were very friendly and helpful the room was fine on 5th floor Location brilliant for opera shops roissybus metro connection good for most lines The breakfast itself was a good variety pity about the staff there 
78119,H tel Horset Op ra Best Western Premier Collection, There was no suitable electric socket outlet to plug in the water heating kettle in any of the rooms To plug in the kettle I had to crawl under the luggage stool next to the table and had to boil the water on the floor carpet under the stool there It was quite degrading and not hygienic at all , Large rooms good bed Both bathroom and bar were well equipped with all the usual necessities Attentive front desk staff dutifully assisted me with all my extra requests and questions 
78120,H tel Horset Op ra Best Western Premier Collection, We had to take a taxi or Uber to get most everywhere we wanted to go , The staff was very friendly and helpful and the hotel was well maintained and comfortable We also appreciated that most staff spoke English
78121,H tel Horset Op ra Best Western Premier Collection, The hotel by itself by my side of view it deserves 2 stars Small rooms Dust everywhere also on doors Wind blowing from windows for this reason it was quite cold in the room Lucky for us we got an old electric heating which saved us from ice age So for this we need thank once again hotel staff Breakfast was really poor for 4 stars hotel All the time needed to ask for forks knife or water , Excellent staff of the hotel They really trying to do everything Especially a big thanks for Ye JIN and Alice 
78122,H tel Horset Op ra Best Western Premier Collection,No Negative, It was right in a lovely part of Paris within walking or cycling distance to all the sites Staff were great hotel was clean and very comfortable 
78123,H tel Horset Op ra Best Western Premier Collection,No Negative, Great location 5 min to city center 3 min to Opera 7 min to Galeries Lafayette Very good breakfast Hospitality and comfort The best choice for business travelers who want to enjoy city as well 
78124,H tel Horset Op ra Best Western Premier Collection, The location was a little noisy at night but that s to be expected in the city , The staff were friendly and very helpful The location was excellent as it was right in the heart of Paris 
78125,H tel Horset Op ra Best Western Premier Collection, Only complaint was the cleanliness and that the room was made up late in the day , Excelent location near the Opera walking distance of Galeries Lafayette the Louvre and Tuilleries Upgraded us to king size bed Although rooms are small they have been nicely renovated Very quiet Very nice breakfast with service Nice bar and lounge Water boiler in room to make instant coffee and tea 
78126,H tel Horset Op ra Best Western Premier Collection, Breakfast no fresh vegetable Beds are too sagging lack of air circulation in hallway Carpet at the entrance need to be replaced, Good locations Good staffs
78127,H tel Horset Op ra Best Western Premier Collection, Missed having a regulation toaster at breakfast and the fruit portions were somewhat miniscule , The staff were most helpful and extremely courtious at all times The full breakfast was a definite bonus for us 
78128,H tel Horset Op ra Best Western Premier Collection, Nothing I couldn t fault them , Nice little hotel right in the heart of Paris Some good restaurants near by at reasonable prices Very helpful friendly staff 
78129,H tel Horset Op ra Best Western Premier Collection, The room was very dark and quite small but as we didn t spend much time in it it didn t matter, The bed was very comfortable and the room and bathroom were spotless The staff were always friendly and helpful We would certainly return to this hotel 
78130,H tel Horset Op ra Best Western Premier Collection, The room is too old and too small for close to 200 euro per night hotel Actually later in the evening I found a number of Asain restaurants Japanese Korean Thai Chinese within 50 100 meters from the hotels but whenasked in themorning the staff looked up in the computer and advised the one far from the hotel should have had knowledge of what choices are available around the hotel , Location a few hundred meters from Shopping area 
78131,H tel Horset Op ra Best Western Premier Collection, The hotel doesn t have a restaurant for evening meals although there were plenty of places to eat nearby , The hotel reception staff were very friendly and helpful The room was clean and very comfortable and the hotel was in a perfect location I would certainly recommend it 
78132,H tel Horset Op ra Best Western Premier Collection, The AC was broken but sleep well since it was still early spring the room I was given wasn t the same as in the photos but was acceptable, Staff Were amazing
78133,H tel Horset Op ra Best Western Premier Collection, The drainage in the bathtub was a bit clogged Room was a bit small , Bed was superb really very comfortable Rooms were very well soundproofed couldnt hear a thing from outside or neighbouring rooms during the night Good water pressure in the bathroom Small but excellent breakfast choices 
78134,H tel Horset Op ra Best Western Premier Collection, The room we were moved to was 307 We had absolutely no wifi access because the room as in the corner so the signal was extremely weak Also the windows were not double glazed we could hear people s footsteps on the pavement outside We weren t able to sleep well as any cars lorries making sounds woke us up , The location was perfect The staff offering to help us find tickets for attractions as well was great We were initially taken to a room that smelt very badly of cigarettes we asked to change and immidately they changed us 
78135,H tel Horset Op ra Best Western Premier Collection, A lot of textile in interior carpets curtains gobelin on the walls instead of paper Soooo everywhere is fug I never had allergy but there it started in few minutes i couldn t breathe I went downstairs and talked with receptionist to leave and give my money back So they took money only for 1 night thanks for that But generally please think twice before go there really it s impossible to breathe there and cleaning will not help It is problem of textile , Good location to see most popular sightseeing good staff 
78136,H tel Horset Op ra Best Western Premier Collection,No Negative, Staff were so lovely friendly and helpful Location was excellent perfect for accessing the metro and in a lovely area Room was lovely small but comfortable 
78137,H tel Horset Op ra Best Western Premier Collection, On arrival the reception by the Duty Staff was not very welcoming It was a little uncomfortable and off putting Everyone else was wonderful , Small Hotel in a quiet side Street close to fine dining designer clothes and jewellery shops and central to all the main tourist sites Room was compact very clean and comfortable Staff were friendly and helpful providing a Phone Charger and extra Coffee and Milk On arrival the welcome could have been a little more pleasant 
78138,H tel Horset Op ra Best Western Premier Collection, Way way overpriced for what it offers inaccurate cleaning of the rooms dirty glasses and cups not removed some of bathroom products not replaced Do NOT pay so much for that breakfast, Great location nice staff
78139,H tel Horset Op ra Best Western Premier Collection, The price plus the attitude of the staff I landed in the night around 1AM and guy asked me to prepay for first night The machine didn t work the first time and he immediately said that he can t give me the room though the issue was with his machine card worked in the 2nd attempt though but he created panic and asked immediately to leave Very horrible experience , The location
78140,H tel Horset Op ra Best Western Premier Collection, When we got there they gave us a key for someone else s room the room a very very small a Box come in to mind for the money it was not worth it I travel to Paris nearly every year but I will not be staying there again,No Positive
78141,H tel Horset Op ra Best Western Premier Collection, Perhaps the decor is a little tired in places, English speaking staff quiet situation of hotel yet within walking distance of sites of interest and museums Close to Metro stations so good transport links comfortable twin beds and a good breakfast Good value for money would stay again 
78142,H tel Horset Op ra Best Western Premier Collection,No Negative, The staff were excellent the location was great for where I needed to be and the facilities apart from the breakfast were great The breakfast isn t worth the 16 euro surcharge 
78143,H tel Horset Op ra Best Western Premier Collection, the internet is very poor No coffee machine in the room Had to ask for slippers none were available , the location the cleanliness and the bed comfort 
78144,H tel Horset Op ra Best Western Premier Collection,No Negative, The hotel was located in a very central spot with easy walking access to many of the main attractions There is a shuttle bus just around the corner to CDG airport for a very minimal rate of 11 Euro per person Around the hotel you have many restaurants and lovely streets to walk Over and above this the second best thing we liked was the friendly and helpful staff at the hotel who assisted us rite through out our stay 
78145,H tel Horset Op ra Best Western Premier Collection, The bar was not very well stocked No Bacardi rum cointreau ran out so we re not charged They need to update their stock , Lovely relaxed hotel Bedrooms are very bespoke and boutique style Bed was very large and very comfortable Rooms very clean and no problems 
78146,H tel Horset Op ra Best Western Premier Collection, Everything was very good, Great location as it was just a few minutes walk to the Louvre also just a short walk to Opera where the airport bus departed from Hotel on a quiet street so not noisy at night Nice room with air con Helpful friendly staff 
78147,H tel Horset Op ra Best Western Premier Collection, No bad experiences everything was perfect , Great hotel in a perfect spot to see the major sights within walking distance Nice quite street tucked behind the avenue Opera Staff friendly and helpful rooms perfectly clean 
78148,H tel Horset Op ra Best Western Premier Collection, Nothing bad, Everything We had 2 rooms and we asked for them to be close we got even better Right next door with a little passage meaning we could close off the passage for the door to 2 rooms leaving is to go between rooms without being in the public hallway
78149,H tel Horset Op ra Best Western Premier Collection, We arrived early and were told to come back at 3 PM When we returned the room was still not ready We waited in the bar with complimentary drinks until the room was ready , Close to multiple metro lines Close to fantastic shopping 
78150,H tel Horset Op ra Best Western Premier Collection, Small room and bathroon Poor airconditioner The rooms facing the inner courtyard are just 2 3 meters from the opposite wall , Location Breakfast Small and quiet
78151,H tel Horset Op ra Best Western Premier Collection,No Negative, Friendly helpful staff Clean
78152,H tel Horset Op ra Best Western Premier Collection,No Negative, The staff was very friendly and helpful The location was superb The breakfast buffet was better value for money than neighbouring cafes 
78153,H tel Horset Op ra Best Western Premier Collection, Nothing It, The reception people 
78154,H tel Horset Op ra Best Western Premier Collection,No Negative, Great location
78155,H tel Horset Op ra Best Western Premier Collection, Wi Fi in the room was operative but a little slow, The reception staff were welcoming the bar is very nice 
78156,H tel Horset Op ra Best Western Premier Collection, lower 1st floor,No Positive
78157,H tel Horset Op ra Best Western Premier Collection, Nothing, Staff most courteous and helpful Great location Great breakfast buffet 
78158,H tel Horset Op ra Best Western Premier Collection, missing toaster on breakfast room, location Perfect Quiet room 
78159,H tel Horset Op ra Best Western Premier Collection, Not spacious but for downtown rooms almost the same, Very good location near opera and Lafayette Nice staff in front desk and helpful 
78160,H tel Horset Op ra Best Western Premier Collection, none, Perfect location close to Paris opera that you have easy access to Metro and bus and just few minutes walk to opera and Gallery Lafayette 
78161,H tel Horset Op ra Best Western Premier Collection, Can t think of anything negative , Having breakfast at the hotel was a good choice Very nice bed new bath facility and room have charm 
78162,H tel Horset Op ra Best Western Premier Collection, Safe did not work properly, Location and ambiance convenience so much within walking distance especially shopping and museums and historical sites
78163,H tel Horset Op ra Best Western Premier Collection,No Negative, Excellently situated clean very nice breakfast 
78164,H tel Horset Op ra Best Western Premier Collection,No Negative, The room is quite big the bad is comfortable The breakfast is good and diverse for affordable price The location is good near a shopping area 
78165,H tel Horset Op ra Best Western Premier Collection, i don t know, Hotel are very cute clean and cozy breakfasts are tasty My best choice at the moment 
78166,H tel Horset Op ra Best Western Premier Collection,No Negative, very comfortable and cozy place
78167,H tel Horset Op ra Best Western Premier Collection, Limited power outlets, Location
78168,H tel Horset Op ra Best Western Premier Collection, Some breakfast products or diabetic people, Extremely friendly staff excellent location very good service
78169,H tel Horset Op ra Best Western Premier Collection, Room too hot , Breakfast excellent Location ideal for me near my company s office Staff helpful
78170,H tel Horset Op ra Best Western Premier Collection, simple breakfast , Very nice 4 stars room spacious bathroom
78171,H tel Horset Op ra Best Western Premier Collection, size of rooms a bit small would have loved to have found a rooftop bar , quiet rooms security breakfast professionalism of the staff 
78172,H tel Horset Op ra Best Western Premier Collection, Coffee was not replenished after first day , Excellent central location free and fast wifi good sized desk decent lighting kettle and fridge 
78173,H tel Horset Op ra Best Western Premier Collection,No Negative, Location was super very easy with airport bus CDG and easy to start walking to the city Very nice and helpful staff 
78174,H tel Horset Op ra Best Western Premier Collection, A warning about the price of drinks at the hotel bar would have been useful , Craft beer pub restaurant 30 seconds away 
78175,H tel Horset Op ra Best Western Premier Collection,No Negative, The location is perfect 
78176,H tel Horset Op ra Best Western Premier Collection, hose in the bathroom has had it, location
78177,H tel Horset Op ra Best Western Premier Collection, breakfast limited choice food not so fresh baked things , location was great room very clean
78178,H tel Horset Op ra Best Western Premier Collection, None, Early check in
78179,H tel Horset Op ra Best Western Premier Collection, Room and bathroom was too small , Location is great Breakfast is better than enough 
78180,H tel Horset Op ra Best Western Premier Collection, N a , All top 
78181,H tel Horset Op ra Best Western Premier Collection,No Negative, Nice clean and quiet room 
78182,H tel Horset Op ra Best Western Premier Collection,No Negative, Fantastic from start to finish Great staff Beautiful hotel Delicious breakfast Highly recommended 
78183,H tel Horset Op ra Best Western Premier Collection,No Negative, Staff comfort design
78184,H tel Horset Op ra Best Western Premier Collection,No Negative, Location and interior decoration
78185,H tel Horset Op ra Best Western Premier Collection, Bed too soft although I ve asked for firm mattress Shower not comfortable ,No Positive
78186,H tel Horset Op ra Best Western Premier Collection, everything was ok, Great location in the heart of the city nice clean rooms very helpful staff
78187,H tel Horset Op ra Best Western Premier Collection,No Negative, The staff was allways helpfull breakfasts was very nice and location was excellent We stayed at the connecting family room which was excellent 
78188,H tel Horset Op ra Best Western Premier Collection, The front desk could perhaps be more informative regarding local restaurants and airport transfers , The location was great and the room was nice 
78189,H tel Horset Op ra Best Western Premier Collection, Eating drinking facilities were lacking, Great location Comfortable room if a bit small
78190,H tel Horset Op ra Best Western Premier Collection, The view from the window a wall,No Positive
78191,H tel Horset Op ra Best Western Premier Collection,No Negative, This location is hard to top Two short blocks from the Opera Garnier and within easy walking distance of everything 
78192,H tel Horset Op ra Best Western Premier Collection, Quite expensive but guess you pay for location , Great location walking distance to the Loire Small rooms but good shower Excellent breakfast 
78193,H tel Horset Op ra Best Western Premier Collection, Two single beds put together to make a double , Great room clean too Great friendly staff The breakfast was good too 
78194,H tel Horset Op ra Best Western Premier Collection,No Negative, Beds were super comfy Fantastic location and very helpful staff 
78195,H tel Horset Op ra Best Western Premier Collection, Amount of facilities , The room is clean and cooled Bath room is nice and clean Television is perfect 
78196,H tel Horset Op ra Best Western Premier Collection, Nothing, Quaintness decor lovely room with air delicious breakfast and a great location
78197,H tel Horset Op ra Best Western Premier Collection,No Negative, Friendly and helpful staff 
78198,H tel Horset Op ra Best Western Premier Collection, The bathroom in my second stay was small The breakfast can improve , The staff was very helpful and nice 
78199,H tel Horset Op ra Best Western Premier Collection,No Negative, Very comfortable and cosy hotel Great breakfast Very friendly and helpful staff 
78200,H tel Horset Op ra Best Western Premier Collection, Rooms a bit small, Staff are friendly location is convenient to all Paris center Room is clean
78201,H tel Horset Op ra Best Western Premier Collection, Coat hangers that I could use to hand shirts to dry in the shower , Quiet room
78202,H tel Horset Op ra Best Western Premier Collection, Nothing everything was great , Breakfast variety was great and delicious 
78203,H tel Horset Op ra Best Western Premier Collection, No gym,No Positive
78204,H tel Horset Op ra Best Western Premier Collection, More Space for breAkfast area, Warm staff The bell desk concierge and reception
78205,H tel Horset Op ra Best Western Premier Collection,No Negative, good location
78206,H tel Horset Op ra Best Western Premier Collection, the room very small But it s Paris baby, the position
78207,H tel Horset Op ra Best Western Premier Collection,No Negative, The breakfast
78208,H tel Horset Op ra Best Western Premier Collection, More tea and sugar and wider rooms, Location and room design
78209,H tel Horset Op ra Best Western Premier Collection,No Negative, Unbelievably quiet in the middle of city Clean and well decorated easy access to ethinic foods and all cultural stuff Paris has to offer
78210,H tel Horset Op ra Best Western Premier Collection, None, Was made to at home
78211,H tel Horset Op ra Best Western Premier Collection,No Negative, Great location by the opera close to almost everything The renovated rooms at the top are particularly nice 
78212,H tel Horset Op ra Best Western Premier Collection,No Negative, Excellent hotel at all aspects
78213,H tel Horset Op ra Best Western Premier Collection,No Negative, Staff were really friendly and helpful Room was very quiet A lovely place to stay 
78214,H tel Horset Op ra Best Western Premier Collection,No Negative, best location for everything ever I have had clean and calm even in the center of Paris excellent reception Breakfast was good 
78215,H tel Horset Op ra Best Western Premier Collection, Wifi need to improve, Staffs alway help and support 
78216,H tel Horset Op ra Best Western Premier Collection,No Negative, It s a beautiful hotel that feels traditional but has modern service and accessible prices
78217,H tel Horset Op ra Best Western Premier Collection, n a, in central location very convenience
78218,H tel Horset Op ra Best Western Premier Collection,No Negative, Great location and staff V good breakfast included Room nice bathroom small but nice
78219,H tel Horset Op ra Best Western Premier Collection,No Negative, wow excellent location and courteous staff real value for money 
78220,H tel Horset Op ra Best Western Premier Collection, Breakfast was expensive , Bed was comfy had a lovely bath too 
78221,H tel Horset Op ra Best Western Premier Collection,No Negative, Very comfy bed and good choices at breakfast Quiet side street 
78222,H tel Horset Op ra Best Western Premier Collection,No Negative, Room was spacious and King bed very comfortable Great location 
78223,H tel Horset Op ra Best Western Premier Collection, Breakfast is very poor, Location
78224,H tel Horset Op ra Best Western Premier Collection,No Negative, Good location Lovely hotel Very friendly and helpful staff 
78225,H tel Horset Op ra Best Western Premier Collection, the rooms are bit smallsuperb location in Paris, The location is superb
78226,H tel Horset Op ra Best Western Premier Collection,No Negative, Perfect location to visit main icons of Paris Close to cafe and thearter Rooms were well apointed
78227,H tel Horset Op ra Best Western Premier Collection,No Negative, Position cleanliness friendly and welcoming atmosphere good quality buffet breakfast 
78228,H tel Horset Op ra Best Western Premier Collection, grocery stores not close to the hotel , location is great
78229,H tel Horset Op ra Best Western Premier Collection,No Negative, the best location to enjoy Paris goog cook
78230,H tel Horset Op ra Best Western Premier Collection,No Negative, Very good locations 
78231,H tel Horset Op ra Best Western Premier Collection, expensive food at hotel , Comfortable beds close to opera public transportation Great staff extremely helpful Close to great restaurants 
78232,H tel Horset Op ra Best Western Premier Collection,No Negative, Great location very helpful staff lovely room
78233,H tel Horset Op ra Best Western Premier Collection, Bad Wi Fi upstairs,No Positive
78234,H tel Horset Op ra Best Western Premier Collection, Breakfast needs a lift up nothing left at the breakfast bar 45 min before clossing time , Friendly staff very helpful Good bed 
78235,H tel Horset Op ra Best Western Premier Collection, Small room ,No Positive
78236,H tel Horset Op ra Best Western Premier Collection,No Negative, Good location walking distance to many attractions
78237,H tel Horset Op ra Best Western Premier Collection, Nothing, Excellent staff very friendly and helpful
78238,H tel Horset Op ra Best Western Premier Collection, Eating facility, Location and nearness to the train station 
78239,H tel Horset Op ra Best Western Premier Collection,No Negative, Reception staff very helpful
78240,H tel Horset Op ra Best Western Premier Collection, , Location was great the hotel was very clean nice and confort room very good breakfast The staff was very kind and helpfull 
78241,H tel Horset Op ra Best Western Premier Collection,No Negative, Attended cop 21 
78242,H tel Horset Op ra Best Western Premier Collection,No Negative, Great location very close to Opera
78243,H tel Horset Op ra Best Western Premier Collection, , Rooms are big enough as for Paris Not arrogant staff as for Paris Linens are clean as for Paris Very recommended as well 
78244,H tel Horset Op ra Best Western Premier Collection, Not much selection at breakfast,No Positive
78245,H tel Horset Op ra Best Western Premier Collection,No Negative, Staff were excellent 
78246,H tel Horset Op ra Best Western Premier Collection, Rate can be reduced Not enough items in the room for ealy morning TEA, Location and staff
78247,H tel Horset Op ra Best Western Premier Collection, Staff at breakfast, Location and staff at the reception
78248,H tel Horset Op ra Best Western Premier Collection,No Negative, Great location great hotel Would definitely stay there again 
78249,H tel Horset Op ra Best Western Premier Collection,No Negative, The location is very nice This is my forth times staying at this hotel I will stay here for my next stay as well 
78250,H tel Horset Op ra Best Western Premier Collection, At times WIFI was a bit disrupted , Quiet Safe Orderly Efficient front desk Bright Hall way to rooms 
78251,H tel Horset Op ra Best Western Premier Collection, the rooms are small, Location location and location
78252,H tel Horset Op ra Best Western Premier Collection,No Negative, Nice room very clean traditionally but very tastefully decorated Great location to go to the main sites of the city but in a more quiet area
78253,H tel Horset Op ra Best Western Premier Collection, Nothing , Buffet breakfast is perfect They even have instant noodle The staff are helpful 
78254,H tel Horset Op ra Best Western Premier Collection,No Negative, Nice hotel good location staff very helpful
