,Hotel_Name,Negative_Review,Positive_Review
291487,Taj 51 Buckingham Gate Suites and Residences,No Negative, I can t tell you what I liked as more people will want to come and stay the prices will go up again and I won t be able to book 
291488,Taj 51 Buckingham Gate Suites and Residences, Decor a bit dated, Nothing was too much trouble
291489,Taj 51 Buckingham Gate Suites and Residences,No Negative, Everything 
291490,Taj 51 Buckingham Gate Suites and Residences,No Negative, Staff was awesome and the room very comfortable and well equipped
291491,Taj 51 Buckingham Gate Suites and Residences,No Negative, I couldn t fault the helpfulness of the staff Alex was a great help in organising our stay 
291492,Taj 51 Buckingham Gate Suites and Residences, Nothing, Everything
291493,Taj 51 Buckingham Gate Suites and Residences, Nothing, Staff excellent Suite excellent Location excellent Food excellent Didn t want to leave
291494,Taj 51 Buckingham Gate Suites and Residences, Nothing , What a place We never wanted to leave The staff made us feel like a million dollars We will definitely be returning soon 
291495,Taj 51 Buckingham Gate Suites and Residences,No Negative, Love the interior and the flexibility of having all the family together
291496,Taj 51 Buckingham Gate Suites and Residences,No Negative, The service was exceptional Extremely comfortable bed Wonderful luxury
291497,Taj 51 Buckingham Gate Suites and Residences, Tv in bedroom, Restaurants close to hotel
291498,Taj 51 Buckingham Gate Suites and Residences,No Negative, Great restaurant selection very close to Buckingham Palace fantastic staff service
291499,Taj 51 Buckingham Gate Suites and Residences, Bathrooms pretty basic with old plumbing , Location was great great staff
291500,Taj 51 Buckingham Gate Suites and Residences,No Negative, The Taj exceeded my expectations from the wonderful d cor to the equally wonderful staff This is so worth the money we will be back 
291501,Taj 51 Buckingham Gate Suites and Residences, Air conditioning not working , Rooms are spacious 
291502,Taj 51 Buckingham Gate Suites and Residences,No Negative, Location
291503,Taj 51 Buckingham Gate Suites and Residences,No Negative, Superb service cleanliness and very friendly staff who couldn t do enough for you 
291504,Taj 51 Buckingham Gate Suites and Residences, Nothing , Everything was great nice staff and professional service on time 
291505,Taj 51 Buckingham Gate Suites and Residences,No Negative, child friendly friendly staff comfortable rooms
291506,Taj 51 Buckingham Gate Suites and Residences, Lack of parking, Friendly staff Cleanilyness 
291507,Taj 51 Buckingham Gate Suites and Residences, NO COMPLAINTS , sounds a bit phony BUT everything was GREAT 
291508,Taj 51 Buckingham Gate Suites and Residences, Nothing , This is a beautiful large luxury room with kitchen and laundry built in It was extremely comfortable and great service 
291509,Taj 51 Buckingham Gate Suites and Residences,No Negative, we were lucky enough to be upgraded amazing suite 
291510,Taj 51 Buckingham Gate Suites and Residences, Nothing at all, Staff professionalism attention to detail and greeting
291511,Taj 51 Buckingham Gate Suites and Residences, The bed needs a upgradable unit, The staff were very friendly and helpful
291512,Taj 51 Buckingham Gate Suites and Residences, Nothing 10 10, Service rooms and the fantastic Indian restaurant were perfect
291513,Taj 51 Buckingham Gate Suites and Residences,No Negative, Location and service very good food in all related restaurants 
291514,Taj 51 Buckingham Gate Suites and Residences,No Negative, Actually we had a small apartment available fantastic and quiet in the city center Staff brilliantly polite 
291515,Taj 51 Buckingham Gate Suites and Residences,No Negative, The service was awesome Totally wow 
291516,Taj 51 Buckingham Gate Suites and Residences, Nothing, Everything
291517,Taj 51 Buckingham Gate Suites and Residences,No Negative, Everything was excellent
291518,Taj 51 Buckingham Gate Suites and Residences, Nothing whatsoever , Everything This the best hotel in the world and I ve stayed enough times for them to get it wrong and they don t ever 
291519,Taj 51 Buckingham Gate Suites and Residences, Expensive, The room was lovely breakfast was great 
291520,Taj 51 Buckingham Gate Suites and Residences,No Negative, Great location excellent staff and high quality offering and facilities
291521,Taj 51 Buckingham Gate Suites and Residences, We couldn t stay longer, The staff are amazing couldn t do enough for you beautiful room fantastic food 
291522,Taj 51 Buckingham Gate Suites and Residences, Nothing, Personal touch from staff
291523,Taj 51 Buckingham Gate Suites and Residences,No Negative, Very good staff
291524,Taj 51 Buckingham Gate Suites and Residences, The view from the room,No Positive
291525,Taj 51 Buckingham Gate Suites and Residences, none, The way I was treated
291526,Taj 51 Buckingham Gate Suites and Residences, None, Excellent place to stay with families in the heart of London
291527,Taj 51 Buckingham Gate Suites and Residences,No Negative, Friendly efficient staff Luxurious rooms with every need catered for convenient location 
291528,Taj 51 Buckingham Gate Suites and Residences, Nothing, Location
291529,Taj 51 Buckingham Gate Suites and Residences,No Negative, Helpful staff clean and comfortable apartments a surprise birthday cake for my wife 
291530,Taj 51 Buckingham Gate Suites and Residences,No Negative, Wonderful hotel Loved our apartment suite Great staff and facilities 
291531,Taj 51 Buckingham Gate Suites and Residences,No Negative, Beautiful rooms and the staff was very friendly and professional Very good breakfast 
291532,Taj 51 Buckingham Gate Suites and Residences,No Negative, I loved the personal touch The staff were so welcoming
291533,Taj 51 Buckingham Gate Suites and Residences,No Negative, Excellent attentive staff with an excellent restaurant
291534,Taj 51 Buckingham Gate Suites and Residences, Nothing, Great location and great setting 
291535,Taj 51 Buckingham Gate Suites and Residences,No Negative, location beautiful rooms
291536,Taj 51 Buckingham Gate Suites and Residences, Nothing it was all good, Pretty much everything we had a great time 
291537,Taj 51 Buckingham Gate Suites and Residences, Nothing, Everything is perfect 
291538,Taj 51 Buckingham Gate Suites and Residences, Lift was broken and not fixed for 24 hours,No Positive
291539,Taj 51 Buckingham Gate Suites and Residences, Everything was perfect The bathrooms were a little small but not a deal breaker , Customer service best we have experienced in London 
291540,Taj 51 Buckingham Gate Suites and Residences, Expensive , Everything was great 
